Prénom,Date,Emissions_CO2 (g),Type_Activité
Maxime,2024-09-08,11.34,type4
Maxime,2024-09-09,5.04,type4
Maxime,2024-09-10,9.45,type4
Maxime,2024-09-11,5.67,type4
Maxime,2024-09-12,0.63,type4
Maxime,2024-09-13,2.52,type4
Maxime,2024-09-14,8.19,type4
Maxime,2024-09-15,2.52,type4
Maxime,2024-09-16,6.93,type4
Maxime,2024-09-17,1.26,type4
Maxime,2024-09-18,8.82,type4
Maxime,2024-09-19,8.19,type4
Maxime,2024-09-20,8.82,type4
Maxime,2024-09-21,10.08,type4
Maxime,2024-09-22,1.89,type4
Maxime,2024-09-23,8.19,type4
Maxime,2024-09-24,16.38,type4
Maxime,2024-09-25,2.52,type4
Maxime,2024-09-26,13.23,type4
Maxime,2024-09-27,8.19,type4
Maxime,2024-09-28,20.79,type4
Maxime,2024-09-29,6.93,type4
Maxime,2024-09-30,6.3,type4
Maïawella,2024-09-01,1.89,type4
Maïawella,2024-09-02,7.56,type4
Maïawella,2024-09-03,10.71,type4
Maïawella,2024-09-04,4.41,type4
Maïawella,2024-09-05,15.12,type4
Maïawella,2024-09-06,5.67,type4
Maïawella,2024-09-07,10.71,type4
Maïawella,2024-09-08,13.86,type4
Maïawella,2024-09-09,7.56,type4
Maïawella,2024-09-10,8.82,type4
Maïawella,2024-09-11,8.19,type4
Maïawella,2024-09-12,15.12,type4
Maïawella,2024-09-13,8.19,type4
Maïawella,2024-09-14,7.56,type4
Maïawella,2024-09-15,10.71,type4
Maïawella,2024-09-16,8.19,type4
Maïawella,2024-09-17,4.41,type4
Maïawella,2024-09-18,5.04,type4
Maïawella,2024-09-19,15.12,type4
Maïawella,2024-09-20,17.64,type4
Maïawella,2024-09-21,13.23,type4
Maïawella,2024-09-22,8.82,type4
Maïawella,2024-09-23,15.75,type4
Maïawella,2024-09-24,5.04,type4
Maïawella,2024-09-25,4.41,type4
Maïawella,2024-09-26,8.82,type4
Maïawella,2024-09-27,17.64,type4
Maïawella,2024-09-28,6.3,type4
Maïawella,2024-09-29,1.89,type4
Maïawella,2024-09-30,0.63,type4
Mia,2024-09-01,8.19,type4
Mia,2024-09-02,6.93,type4
Mia,2024-09-03,6.93,type4
Mia,2024-09-04,6.3,type4
Mia,2024-09-05,2.52,type4
Mia,2024-09-06,7.56,type4
Mia,2024-09-07,10.08,type4
Mia,2024-09-08,8.19,type4
Mia,2024-09-09,13.86,type4
Mia,2024-09-10,8.82,type4
Mia,2024-09-11,11.34,type4
Mia,2024-09-12,4.41,type4
Mia,2024-09-13,1.89,type4
Mia,2024-09-14,7.56,type4
Mia,2024-09-15,5.04,type4
Mia,2024-09-16,6.3,type4
Mia,2024-09-17,6.3,type4
Mia,2024-09-18,0.0,type4
Mia,2024-09-19,5.67,type4
Mia,2024-09-20,8.82,type4
Mia,2024-09-21,20.79,type4
Mia,2024-09-22,3.78,type4
Mia,2024-09-23,5.67,type4
Mia,2024-09-24,5.04,type4
Mia,2024-09-25,8.19,type4
Mia,2024-09-26,15.12,type4
Mia,2024-09-27,9.45,type4
Mia,2024-09-28,27.09,type4
Mia,2024-09-29,12.6,type4
Mia,2024-09-30,8.82,type4
Murat,2024-09-01,9.45,type4
Murat,2024-09-02,1.26,type4
Murat,2024-09-03,1.26,type4
Murat,2024-09-04,13.86,type4
Murat,2024-09-05,2.52,type4
Murat,2024-09-06,4.41,type4
Murat,2024-09-07,12.6,type4
Murat,2024-09-08,0.63,type4
Murat,2024-09-09,8.82,type4
Murat,2024-09-10,8.19,type4
Murat,2024-09-11,11.34,type4
Murat,2024-09-12,5.67,type4
Murat,2024-09-13,1.26,type4
Murat,2024-09-14,4.41,type4
Murat,2024-09-15,17.01,type4
Murat,2024-09-16,2.52,type4
Murat,2024-09-17,7.56,type4
Murat,2024-09-18,17.64,type4
Murat,2024-09-19,7.56,type4
Murat,2024-09-20,5.67,type4
Murat,2024-09-21,8.82,type4
Murat,2024-09-22,18.27,type4
Murat,2024-09-23,13.86,type4
Murat,2024-09-24,5.67,type4
Murat,2024-09-25,4.41,type4
Murat,2024-09-26,6.3,type4
Murat,2024-09-27,8.19,type4
Murat,2024-09-28,6.3,type4
Murat,2024-09-29,7.56,type4
Murat,2024-09-30,8.19,type4
Nathan,2024-09-01,10.71,type4
Nathan,2024-09-02,14.49,type4
Nathan,2024-09-03,5.04,type4
Nathan,2024-09-04,3.15,type4
Nathan,2024-09-05,0.63,type4
Nathan,2024-09-06,8.82,type4
Nathan,2024-09-07,3.78,type4
Nathan,2024-09-08,0.63,type4
Nathan,2024-09-09,5.67,type4
Nathan,2024-09-10,7.56,type4
Nathan,2024-09-11,7.56,type4
Nathan,2024-09-12,15.12,type4
Nathan,2024-09-13,5.67,type4
Nathan,2024-09-14,11.34,type4
Nathan,2024-09-15,15.12,type4
Nathan,2024-09-16,5.67,type4
Nathan,2024-09-17,3.78,type4
Nathan,2024-09-18,6.3,type4
Nathan,2024-09-19,15.75,type4
Nathan,2024-09-20,1.89,type4
Nathan,2024-09-21,2.52,type4
Nathan,2024-09-22,8.19,type4
Nathan,2024-09-23,18.27,type4
Nathan,2024-09-24,2.52,type4
Nathan,2024-09-25,11.34,type4
Nathan,2024-09-26,2.52,type4
Nathan,2024-09-27,1.89,type4
Nathan,2024-09-28,13.23,type4
Nathan,2024-09-29,3.15,type4
Nathan,2024-09-30,17.64,type4
Paul,2024-09-01,12.6,type4
Paul,2024-09-02,18.9,type4
Paul,2024-09-03,5.67,type4
Paul,2024-09-04,4.41,type4
Paul,2024-09-05,2.52,type4
Paul,2024-09-06,3.15,type4
Paul,2024-09-07,8.19,type4
Paul,2024-09-08,3.15,type4
Paul,2024-09-09,4.41,type4
Paul,2024-09-10,0.0,type4
Paul,2024-09-11,10.08,type4
Paul,2024-09-12,5.04,type4
Paul,2024-09-13,8.19,type4
Paul,2024-09-14,0.0,type4
Paul,2024-09-15,1.26,type4
Paul,2024-09-16,2.52,type4
Paul,2024-09-17,6.3,type4
Paul,2024-09-18,8.82,type4
Paul,2024-09-19,5.67,type4
Paul,2024-09-20,2.52,type4
Paul,2024-09-21,1.89,type4
Paul,2024-09-22,3.78,type4
Paul,2024-09-23,7.56,type4
Paul,2024-09-24,6.3,type4
Paul,2024-09-25,7.56,type4
Paul,2024-09-26,8.19,type4
Paul,2024-09-27,8.82,type4
Paul,2024-09-28,0.0,type4
Paul,2024-09-29,3.78,type4
Paul,2024-09-30,8.82,type4
Quentin,2024-09-01,8.82,type4
Quentin,2024-09-02,6.93,type4
Quentin,2024-09-03,7.56,type4
Quentin,2024-09-04,17.64,type4
Quentin,2024-09-05,7.56,type4
Quentin,2024-09-06,18.27,type4
Quentin,2024-09-07,2.52,type4
Quentin,2024-09-08,8.19,type4
Quentin,2024-09-09,7.56,type4
Quentin,2024-09-10,3.78,type4
Quentin,2024-09-11,6.93,type4
Quentin,2024-09-12,6.3,type4
Quentin,2024-09-13,6.93,type4
Quentin,2024-09-14,1.26,type4
Quentin,2024-09-15,8.82,type4
Quentin,2024-09-16,9.45,type4
Quentin,2024-09-17,4.41,type4
Quentin,2024-09-18,15.12,type4
Quentin,2024-09-19,5.67,type4
Quentin,2024-09-20,7.56,type4
Quentin,2024-09-21,1.89,type4
Quentin,2024-09-22,6.93,type4
Quentin,2024-09-23,15.75,type4
Quentin,2024-09-24,1.26,type4
Quentin,2024-09-25,3.15,type4
Quentin,2024-09-26,15.75,type4
Quentin,2024-09-27,4.41,type4
Quentin,2024-09-28,4.41,type4
Quentin,2024-09-29,5.67,type4
Quentin,2024-09-30,3.78,type4
Raphael,2024-09-01,10.08,type4
Raphael,2024-09-02,8.82,type4
Raphael,2024-09-03,15.75,type4
Raphael,2024-09-04,1.89,type4
Raphael,2024-09-05,1.89,type4
Raphael,2024-09-06,5.67,type4
Raphael,2024-09-07,1.89,type4
Raphael,2024-09-08,3.15,type4
Raphael,2024-09-09,6.93,type4
Raphael,2024-09-10,4.41,type4
Raphael,2024-09-11,4.41,type4
Raphael,2024-09-12,5.04,type4
Raphael,2024-09-13,5.67,type4
Raphael,2024-09-14,8.19,type4
Raphael,2024-09-15,1.26,type4
Raphael,2024-09-16,4.41,type4
Raphael,2024-09-17,17.01,type4
Raphael,2024-09-18,3.78,type4
Raphael,2024-09-19,1.89,type4
Raphael,2024-09-20,5.67,type4
Raphael,2024-09-21,8.82,type4
Raphael,2024-09-22,1.26,type4
Raphael,2024-09-23,12.6,type4
Raphael,2024-09-24,6.3,type4
Raphael,2024-09-25,1.89,type4
Raphael,2024-09-26,17.01,type4
Raphael,2024-09-27,12.6,type4
Raphael,2024-09-28,10.08,type4
Raphael,2024-09-29,11.34,type4
Raphael,2024-09-30,4.41,type4
River,2024-09-01,1.89,type4
River,2024-09-02,8.82,type4
River,2024-09-03,6.93,type4
River,2024-09-04,17.64,type4
River,2024-09-05,8.82,type4
River,2024-09-06,12.6,type4
River,2024-09-07,6.3,type4
River,2024-09-08,5.04,type4
River,2024-09-09,4.41,type4
River,2024-09-10,1.89,type4
River,2024-09-11,4.41,type4
River,2024-09-12,7.56,type4
River,2024-09-13,8.82,type4
River,2024-09-14,8.19,type4
River,2024-09-15,7.56,type4
River,2024-09-16,16.38,type4
River,2024-09-17,15.75,type4
River,2024-09-18,6.93,type4
River,2024-09-19,5.67,type4
River,2024-09-20,17.64,type4
River,2024-09-21,21.42,type4
River,2024-09-22,8.19,type4
River,2024-09-23,18.27,type4
River,2024-09-24,5.04,type4
River,2024-09-25,8.19,type4
River,2024-09-26,8.82,type4
River,2024-09-27,6.93,type4
River,2024-09-28,15.75,type4
River,2024-09-29,5.67,type4
River,2024-09-30,7.56,type4
Sébastien,2024-09-01,17.01,type4
Sébastien,2024-09-02,7.56,type4
Sébastien,2024-09-03,5.04,type4
Sébastien,2024-09-04,8.82,type4
Sébastien,2024-09-05,8.82,type4
Sébastien,2024-09-06,7.56,type4
Sébastien,2024-09-07,22.05,type4
Sébastien,2024-09-08,10.71,type4
Sébastien,2024-09-09,1.26,type4
Sébastien,2024-09-10,6.3,type4
Sébastien,2024-09-11,8.82,type4
Sébastien,2024-09-12,17.64,type4
Sébastien,2024-09-13,0.63,type4
Sébastien,2024-09-14,10.08,type4
Sébastien,2024-09-15,19.53,type4
Sébastien,2024-09-16,8.19,type4
Sébastien,2024-09-17,8.82,type4
Sébastien,2024-09-18,6.3,type4
Sébastien,2024-09-19,8.19,type4
Sébastien,2024-09-20,8.82,type4
Sébastien,2024-09-21,6.93,type4
Sébastien,2024-09-22,5.04,type4
Sébastien,2024-09-23,6.3,type4
Sébastien,2024-09-24,7.56,type4
Sébastien,2024-09-25,8.82,type4
Sébastien,2024-09-26,6.93,type4
Sébastien,2024-09-27,15.75,type4
Sébastien,2024-09-28,3.15,type4
Sébastien,2024-09-29,10.08,type4
Sébastien,2024-09-30,10.08,type4
Thiery,2024-09-01,7.56,type4
Thiery,2024-09-02,1.89,type4
Thiery,2024-09-03,0.0,type4
Thiery,2024-09-04,2.52,type4
Thiery,2024-09-05,7.56,type4
Thiery,2024-09-06,8.82,type4
Thiery,2024-09-07,6.93,type4
Thiery,2024-09-08,1.89,type4
Thiery,2024-09-09,8.19,type4
Thiery,2024-09-10,6.3,type4
Thiery,2024-09-11,6.93,type4
Thiery,2024-09-12,6.93,type4
Thiery,2024-09-13,11.97,type4
Thiery,2024-09-14,5.67,type4
Thiery,2024-09-15,4.41,type4
Thiery,2024-09-16,9.45,type4
Thiery,2024-09-17,17.01,type4
Thiery,2024-09-18,3.78,type4
Thiery,2024-09-19,8.82,type4
Thiery,2024-09-20,3.78,type4
Thiery,2024-09-21,19.53,type4
Thiery,2024-09-22,7.56,type4
Thiery,2024-09-23,7.56,type4
Thiery,2024-09-24,5.67,type4
Thiery,2024-09-25,1.89,type4
Thiery,2024-09-26,6.93,type4
Thiery,2024-09-27,4.41,type4
Thiery,2024-09-28,8.19,type4
Thiery,2024-09-29,3.15,type4
Thiery,2024-09-30,6.93,type4
Tifany,2024-09-01,14.49,type4
Tifany,2024-09-02,6.93,type4
Tifany,2024-09-03,4.41,type4
Tifany,2024-09-04,7.56,type4
Tifany,2024-09-05,8.82,type4
Tifany,2024-09-06,6.93,type4
Tifany,2024-09-07,12.6,type4
Tifany,2024-09-08,0.0,type4
Tifany,2024-09-09,6.93,type4
Tifany,2024-09-10,1.89,type4
Tifany,2024-09-11,4.41,type4
Tifany,2024-09-12,8.82,type4
Tifany,2024-09-13,8.19,type4
Tifany,2024-09-14,25.2,type4
Tifany,2024-09-15,1.89,type4
Tifany,2024-09-16,5.04,type4
Tifany,2024-09-17,8.82,type4
Tifany,2024-09-18,3.78,type4
Tifany,2024-09-19,6.3,type4
Tifany,2024-09-20,13.23,type4
Tifany,2024-09-21,5.67,type4
Tifany,2024-09-22,18.27,type4
Tifany,2024-09-23,7.56,type4
Tifany,2024-09-24,18.27,type4
Tifany,2024-09-25,6.93,type4
Tifany,2024-09-26,5.04,type4
Tifany,2024-09-27,0.63,type4
Tifany,2024-09-28,0.0,type4
Tifany,2024-09-29,5.04,type4
Tifany,2024-09-30,14.49,type4
Timothy,2024-09-01,4.41,type4
Timothy,2024-09-02,3.78,type4
Timothy,2024-09-03,8.82,type4
Timothy,2024-09-04,5.67,type4
Timothy,2024-09-05,5.67,type4
Timothy,2024-09-06,6.3,type4
Timothy,2024-09-07,15.75,type4
Timothy,2024-09-08,3.78,type4
Timothy,2024-09-09,2.52,type4
Timothy,2024-09-10,12.6,type4
Timothy,2024-09-11,5.04,type4
Timothy,2024-09-12,6.3,type4
Timothy,2024-09-13,5.67,type4
Timothy,2024-09-14,7.56,type4
Timothy,2024-09-15,8.19,type4
Timothy,2024-09-16,6.3,type4
Timothy,2024-09-17,5.04,type4
Timothy,2024-09-18,4.41,type4
Timothy,2024-09-19,8.19,type4
Timothy,2024-09-20,7.56,type4
Timothy,2024-09-21,6.93,type4
Timothy,2024-09-22,10.08,type4
Timothy,2024-09-23,1.89,type4
Timothy,2024-09-24,2.52,type4
Timothy,2024-09-25,7.56,type4
Timothy,2024-09-26,6.3,type4
Timothy,2024-09-27,1.89,type4
Timothy,2024-09-28,11.97,type4
Timothy,2024-09-29,6.93,type4
Timothy,2024-09-30,6.3,type4
Wyatt,2024-09-01,2.52,type4
Wyatt,2024-09-02,1.89,type4
Wyatt,2024-09-03,17.64,type4
Wyatt,2024-09-04,6.93,type4
Wyatt,2024-09-05,5.67,type4
Wyatt,2024-09-06,16.38,type4
Wyatt,2024-09-07,21.42,type4
Wyatt,2024-09-08,5.67,type4
Wyatt,2024-09-09,6.3,type4
Wyatt,2024-09-10,11.34,type4
Wyatt,2024-09-11,6.93,type4
Wyatt,2024-09-12,5.67,type4
Wyatt,2024-09-13,6.3,type4
Wyatt,2024-09-14,9.45,type4
Wyatt,2024-09-15,9.45,type4
Wyatt,2024-09-16,8.82,type4
Wyatt,2024-09-17,2.52,type4
Wyatt,2024-09-18,5.67,type4
Wyatt,2024-09-19,13.86,type4
Wyatt,2024-09-20,8.19,type4
Wyatt,2024-09-21,10.08,type4
Wyatt,2024-09-22,10.71,type4
Wyatt,2024-09-23,7.56,type4
Wyatt,2024-09-24,15.12,type4
Wyatt,2024-09-25,11.97,type4
Wyatt,2024-09-26,0.63,type4
Wyatt,2024-09-27,6.93,type4
Wyatt,2024-09-28,3.15,type4
Wyatt,2024-09-29,6.93,type4
Wyatt,2024-09-30,2.52,type4
Yanis,2024-09-01,7.56,type4
Yanis,2024-09-02,6.93,type4
Yanis,2024-09-03,4.41,type4
Yanis,2024-09-04,8.19,type4
Yanis,2024-09-05,9.45,type4
Yanis,2024-09-06,6.93,type4
Yanis,2024-09-07,8.19,type4
Yanis,2024-09-08,0.0,type4
Yanis,2024-09-09,12.6,type4
Yanis,2024-09-10,0.63,type4
Yanis,2024-09-11,3.78,type4
Yanis,2024-09-12,3.78,type4
Yanis,2024-09-13,6.3,type4
Yanis,2024-09-14,8.19,type4
Yanis,2024-09-15,14.49,type4
Yanis,2024-09-16,7.56,type4
Yanis,2024-09-17,3.15,type4
Yanis,2024-09-18,2.52,type4
Yanis,2024-09-19,3.15,type4
Yanis,2024-09-20,8.82,type4
Yanis,2024-09-21,6.93,type4
Yanis,2024-09-22,2.52,type4
Yanis,2024-09-23,18.27,type4
Yanis,2024-09-24,5.04,type4
Yanis,2024-09-25,6.93,type4
Yanis,2024-09-26,1.26,type4
Yanis,2024-09-27,1.89,type4
Yanis,2024-09-28,4.41,type4
Yanis,2024-09-29,8.19,type4
Yanis,2024-09-30,6.3,type4
Yao,2024-09-01,10.08,type4
Yao,2024-09-02,8.19,type4
Yao,2024-09-03,14.49,type4
Yao,2024-09-04,0.63,type4
Yao,2024-09-05,6.93,type4
Yao,2024-09-06,10.08,type4
Yao,2024-09-07,3.15,type4
Yao,2024-09-08,24.57,type4
Yao,2024-09-09,2.52,type4
Yao,2024-09-10,0.0,type4
Yao,2024-09-11,9.45,type4
Yao,2024-09-12,2.52,type4
Yao,2024-09-13,6.93,type4
Yao,2024-09-14,8.19,type4
Yao,2024-09-15,5.67,type4
Yao,2024-09-16,4.41,type4
Yao,2024-09-17,5.67,type4
Yao,2024-09-18,5.04,type4
Yao,2024-09-19,8.19,type4
Yao,2024-09-20,8.82,type4
Yao,2024-09-21,18.27,type4
Yao,2024-09-22,20.16,type4
Yao,2024-09-23,6.3,type4
Yao,2024-09-24,1.26,type4
Yao,2024-09-25,15.12,type4
Yao,2024-09-26,3.15,type4
Yao,2024-09-27,8.19,type4
Yao,2024-09-28,16.38,type4
Yao,2024-09-29,5.04,type4
Yao,2024-09-30,5.04,type4
Zakaria,2024-09-01,8.82,type4
Zakaria,2024-09-02,15.75,type4
Zakaria,2024-09-03,8.82,type4
Zakaria,2024-09-04,13.23,type4
Zakaria,2024-09-05,8.19,type4
Zakaria,2024-09-06,10.08,type4
Zakaria,2024-09-07,15.12,type4
Zakaria,2024-09-08,8.82,type4
Zakaria,2024-09-09,16.38,type4
Zakaria,2024-09-10,0.63,type4
Zakaria,2024-09-11,2.52,type4
Zakaria,2024-09-12,8.82,type4
Zakaria,2024-09-13,4.41,type4
Zakaria,2024-09-14,7.56,type4
Zakaria,2024-09-15,11.34,type4
Zakaria,2024-09-16,1.89,type4
Zakaria,2024-09-17,8.19,type4
Zakaria,2024-09-18,5.04,type4
Zakaria,2024-09-19,8.19,type4
Zakaria,2024-09-20,2.52,type4
Zakaria,2024-09-21,5.04,type4
Zakaria,2024-09-22,12.6,type4
Zakaria,2024-09-23,6.3,type4
Zakaria,2024-09-24,11.97,type4
Zakaria,2024-09-25,3.15,type4
Zakaria,2024-09-26,5.04,type4
Zakaria,2024-09-27,3.78,type4
Zakaria,2024-09-28,7.56,type4
Zakaria,2024-09-29,4.41,type4
Zakaria,2024-09-30,8.19,type4
Zakharia,2024-09-01,6.3,type4
Zakharia,2024-09-02,2.52,type4
Zakharia,2024-09-03,0.63,type4
Zakharia,2024-09-04,3.78,type4
Zakharia,2024-09-05,12.6,type4
Zakharia,2024-09-06,8.82,type4
Zakharia,2024-09-07,0.0,type4
Zakharia,2024-09-08,3.78,type4
Zakharia,2024-09-09,4.41,type4
Zakharia,2024-09-10,6.93,type4
Zakharia,2024-09-11,9.45,type4
Zakharia,2024-09-12,11.34,type4
Zakharia,2024-09-13,3.15,type4
Zakharia,2024-09-14,1.89,type4
Zakharia,2024-09-15,13.23,type4
Zakharia,2024-09-16,8.82,type4
Zakharia,2024-09-17,6.3,type4
Zakharia,2024-09-18,18.27,type4
Zakharia,2024-09-19,8.19,type4
Zakharia,2024-09-20,3.15,type4
Zakharia,2024-09-21,3.15,type4
Zakharia,2024-09-22,6.93,type4
Zakharia,2024-09-23,5.04,type4
Zakharia,2024-09-24,5.04,type4
Zakharia,2024-09-25,16.38,type4
Zakharia,2024-09-26,5.67,type4
Zakharia,2024-09-27,2.52,type4
Zakharia,2024-09-28,9.45,type4
Zakharia,2024-09-29,12.6,type4
Zakharia,2024-09-30,8.19,type4
